FY,CFIS/ORG Code,CBID,Leave Benefit ID,Leave Benefit Name,ending_balance
2022-2023,5358,S20,PH,PERSONAL HOLIDAY,0.0
2022-2023,5358,S20,PT,PROFESSIONAL TRNG/DEVEL,32.0
2022-2023,5358,S20,SL,SICK LEAVE,175.5
2022-2023,5358,S20,VA,VACATION,367.75
2022-2023,5359,C04,HC,HOLIDAY CREDIT,0.25
2022-2023,5359,C04,HI,HOLIDAY INFORMAL TIME OFF,0.0
2022-2023,5359,C04,PH,PERSONAL HOLIDAY,0.0
2022-2023,5359,C04,PT,PROFESSIONAL TRNG/DEVEL,32.0
2022-2023,5359,C04,SL,SICK LEAVE,119.25
2022-2023,5359,C04,VA,VACATION,970.0
2022-2023,5359,E48,AL,ANNUAL LEAVE,1168.5
2022-2023,5359,E48,HC,HOLIDAY CREDIT,16.0
2022-2023,5359,E48,LX,PERSONAL LEAVE PROG 2020,84.0
2022-2023,5359,E48,PH,PERSONAL HOLIDAY,16.0
2022-2023,5359,E48,PT,PROFESSIONAL TRNG/DEVEL,16.0
2022-2023,5359,E97,AL,ANNUAL LEAVE,584.0
2022-2023,5359,E97,HC,HOLIDAY CREDIT,0.5
2022-2023,5359,E97,HI,HOLIDAY INFORMAL TIME OFF,8.0
2022-2023,5359,E97,PH,PERSONAL HOLIDAY,40.0
2022-2023,5359,E97,PT,PROFESSIONAL TRNG/DEVEL,16.0
2022-2023,5359,E97,SL,SICK LEAVE,6.0
2022-2023,5359,M01,AL,ANNUAL LEAVE,2237.5
2022-2023,5359,M01,CT,COMPENSATING TIME OFF,0.0
2022-2023,5359,M01,HC,HOLIDAY CREDIT,32.0
2022-2023,5359,M01,HI,HOLIDAY INFORMAL TIME OFF,8.0
2022-2023,5359,M01,PH,PERSONAL HOLIDAY,24.0
2022-2023,5359,M01,PT,PROFESSIONAL TRNG/DEVEL,32.0
2022-2023,5359,M06,AL,ANNUAL LEAVE,10660.25
2022-2023,5359,M06,CT,COMPENSATING TIME OFF,4.0
2022-2023,5359,M06,EX,EXCESS HOURS (EX),108.5
2022-2023,5359,M06,HC,HOLIDAY CREDIT,1213.5
2022-2023,5359,M06,HI,HOLIDAY INFORMAL TIME OFF,99.0
2022-2023,5359,M06,HT,HOLIDAY CREDIT-WK ON HOL,119.5
2022-2023,5359,M06,LD,PERSONAL LEAVE PROG 2003,66.0
2022-2023,5359,M06,PH,PERSONAL HOLIDAY,408.0
2022-2023,5359,M06,PT,PROFESSIONAL TRNG/DEVEL,144.0
2022-2023,5359,M06,SL,SICK LEAVE,777.5
2022-2023,5359,M06,VA,VACATION,146.5
2022-2023,5359,M16,AL,ANNUAL LEAVE,4482.0
2022-2023,5359,M16,CT,COMPENSATING TIME OFF,44.25
2022-2023,5359,M16,HC,HOLIDAY CREDIT,63.0
2022-2023,5359,M16,HI,HOLIDAY INFORMAL TIME OFF,44.0
2022-2023,5359,M16,LX,PERSONAL LEAVE PROG 2020,8.0
2022-2023,5359,M16,OC,ON CALL,19.25
2022-2023,5359,M16,PH,PERSONAL HOLIDAY,72.0
2022-2023,5359,M16,PT,PROFESSIONAL TRNG/DEVEL,16.0
2022-2023,5359,M16,SL,SICK LEAVE,443.25
2022-2023,5359,M17,AL,ANNUAL LEAVE,2112.25
2022-2023,5359,M17,CT,COMPENSATING TIME OFF,5.0
2022-2023,5359,M17,EX,EXCESS HOURS (EX),8.0
2022-2023,5359,M17,HC,HOLIDAY CREDIT,107.0
2022-2023,5359,M17,HI,HOLIDAY INFORMAL TIME OFF,19.5
2022-2023,5359,M17,HT,HOLIDAY CREDIT-WK ON HOL,8.0
2022-2023,5359,M17,LX,PERSONAL LEAVE PROG 2020,129.75
2022-2023,5359,M17,PH,PERSONAL HOLIDAY,64.0
2022-2023,5359,M17,PT,PROFESSIONAL TRNG/DEVEL,48.0
2022-2023,5359,M17,SL,SICK LEAVE,187.0
2022-2023,5359,R01,AL,ANNUAL LEAVE,5078.25
2022-2023,5359,R01,CT,COMPENSATING TIME OFF,317.0
2022-2023,5359,R01,EX,EXCESS HOURS (EX),49.0
2022-2023,5359,R01,HC,HOLIDAY CREDIT,398.0
2022-2023,5359,R01,HI,HOLIDAY INFORMAL TIME OFF,237.75
2022-2023,5359,R01,HT,HOLIDAY CREDIT-WK ON HOL,42.5
2022-2023,5359,R01,LX,PERSONAL LEAVE PROG 2020,204.75
2022-2023,5359,R01,PH,PERSONAL HOLIDAY,448.0
2022-2023,5359,R01,PT,PROFESSIONAL TRNG/DEVEL,742.5
2022-2023,5359,R01,PV,VOLUNTARY PLP,495.75
2022-2023,5359,R01,SL,SICK LEAVE,4648.0
2022-2023,5359,R01,VA,VACATION,7845.75
2022-2023,5359,R03,AL,ANNUAL LEAVE,1013.75
2022-2023,5359,R03,CT,COMPENSATING TIME OFF,0.75
2022-2023,5359,R03,EL,EDUCATIONAL LEAVE,0.0
2022-2023,5359,R03,HC,HOLIDAY CREDIT,24.0
2022-2023,5359,R03,HI,HOLIDAY INFORMAL TIME OFF,208.0
2022-2023,5359,R03,HT,HOLIDAY CREDIT-WK ON HOL,32.0
2022-2023,5359,R03,LV,PERSONAL LEAVE PROG 2012,0.25
2022-2023,5359,R03,LX,PERSONAL LEAVE PROG 2020,1725.75
2022-2023,5359,R03,PD,PERSONAL DAY,424.25
2022-2023,5359,R03,PH,PERSONAL HOLIDAY,40.0
2022-2023,5359,R03,PT,PROFESSIONAL TRNG/DEVEL,328.0
2022-2023,5359,R03,PV,VOLUNTARY PLP,504.0
2022-2023,5359,R03,SL,SICK LEAVE,4460.75
2022-2023,5359,R03,VA,VACATION,81.75
2022-2023,5359,R04,AL,ANNUAL LEAVE,1539.75
2022-2023,5359,R04,CT,COMPENSATING TIME OFF,218.0
2022-2023,5359,R04,EX,EXCESS HOURS (EX),6.5
2022-2023,5359,R04,HC,HOLIDAY CREDIT,219.5
2022-2023,5359,R04,HI,HOLIDAY INFORMAL TIME OFF,157.0
2022-2023,5359,R04,HT,HOLIDAY CREDIT-WK ON HOL,26.0
2022-2023,5359,R04,LX,PERSONAL LEAVE PROG 2020,285.75
2022-2023,5359,R04,PH,PERSONAL HOLIDAY,620.0
2022-2023,5359,R04,PT,PROFESSIONAL TRNG/DEVEL,891.5
2022-2023,5359,R04,PV,VOLUNTARY PLP,642.5
2022-2023,5359,R04,SL,SICK LEAVE,4334.5
2022-2023,5359,R04,VA,VACATION,6250.0
2022-2023,5359,R06,AL,ANNUAL LEAVE,72366.0
2022-2023,5359,R06,AR,UNION RELEASE TIMEBANK,104.0
2022-2023,5359,R06,CT,COMPENSATING TIME OFF,24.5
2022-2023,5359,R06,EX,EXCESS HOURS (EX),179.0
2022-2023,5359,R06,FH,FURLOUGH HOURS,172.0
2022-2023,5359,R06,HC,HOLIDAY CREDIT,30610.75
2022-2023,5359,R06,HI,HOLIDAY INFORMAL TIME OFF,5971.25
2022-2023,5359,R06,HT,HOLIDAY CREDIT-WK ON HOL,498.75
2022-2023,5359,R06,LP,PERSONAL LEAVE PROG 2010,18.0
2022-2023,5359,R06,LX,PERSONAL LEAVE PROG 2020,3205.5
2022-2023,5359,R06,PD,PERSONAL DAY,0.0
2022-2023,5359,R06,PH,PERSONAL HOLIDAY,144.0
2022-2023,5359,R06,PT,PROFESSIONAL TRNG/DEVEL,9024.0
2022-2023,5359,R06,SL,SICK LEAVE,69021.25
2022-2023,5359,R06,VA,VACATION,71876.0
2022-2023,5359,R10,AL,ANNUAL LEAVE,80.0
2022-2023,5359,R10,EL,EDUCATIONAL LEAVE,30.0
2022-2023,5359,R10,FH,FURLOUGH HOURS,0.0
2022-2023,5359,R10,HC,HOLIDAY CREDIT,32.0
2022-2023,5359,R10,HI,HOLIDAY INFORMAL TIME OFF,7.0
2022-2023,5359,R10,HT,HOLIDAY CREDIT-WK ON HOL,24.0
2022-2023,5359,R10,LP,PERSONAL LEAVE PROG 2010,0.0
2022-2023,5359,R10,LX,PERSONAL LEAVE PROG 2020,16.0
2022-2023,5359,R10,PD,PERSONAL DAY,0.0
2022-2023,5359,R10,PH,PERSONAL HOLIDAY,0.0
2022-2023,5359,R10,PT,PROFESSIONAL TRNG/DEVEL,16.0
2022-2023,5359,R10,SL,SICK LEAVE,260.5
2022-2023,5359,R10,VA,VACATION,903.75
2022-2023,5359,R11,AL,ANNUAL LEAVE,52.0
2022-2023,5359,R11,CT,COMPENSATING TIME OFF,11.5
2022-2023,5359,R11,HC,HOLIDAY CREDIT,24.0
2022-2023,5359,R11,HI,HOLIDAY INFORMAL TIME OFF,12.0
2022-2023,5359,R11,LX,PERSONAL LEAVE PROG 2020,2.0
2022-2023,5359,R11,PH,PERSONAL HOLIDAY,24.0
2022-2023,5359,R11,PT,PROFESSIONAL TRNG/DEVEL,16.0
2022-2023,5359,R11,SL,SICK LEAVE,2.0
2022-2023,5359,R12,AL,ANNUAL LEAVE,7879.5
2022-2023,5359,R12,CT,COMPENSATING TIME OFF,874.25
2022-2023,5359,R12,EX,EXCESS HOURS (EX),48.0
2022-2023,5359,R12,FH,FURLOUGH HOURS,8.0
2022-2023,5359,R12,HC,HOLIDAY CREDIT,916.75
2022-2023,5359,R12,HI,HOLIDAY INFORMAL TIME OFF,151.25
2022-2023,5359,R12,HT,HOLIDAY CREDIT-WK ON HOL,320.0
2022-2023,5359,R12,LX,PERSONAL LEAVE PROG 2020,767.75
2022-2023,5359,R12,PH,PERSONAL HOLIDAY,8.0
2022-2023,5359,R12,PT,PROFESSIONAL TRNG/DEVEL,814.5
2022-2023,5359,R12,PV,VOLUNTARY PLP,42.25
2022-2023,5359,R12,SL,SICK LEAVE,3003.0
2022-2023,5359,R12,VA,VACATION,3188.75
2022-2023,5359,R13,AL,ANNUAL LEAVE,3084.25
2022-2023,5359,R13,CT,COMPENSATING TIME OFF,1012.25
2022-2023,5359,R13,EX,EXCESS HOURS (EX),100.0
2022-2023,5359,R13,FH,FURLOUGH HOURS,18.0
2022-2023,5359,R13,HC,HOLIDAY CREDIT,1209.75
2022-2023,5359,R13,HI,HOLIDAY INFORMAL TIME OFF,44.0
2022-2023,5359,R13,HT,HOLIDAY CREDIT-WK ON HOL,610.0
2022-2023,5359,R13,LX,PERSONAL LEAVE PROG 2020,135.0
2022-2023,5359,R13,PH,PERSONAL HOLIDAY,0.0
2022-2023,5359,R13,PT,PROFESSIONAL TRNG/DEVEL,205.5
2022-2023,5359,R13,SL,SICK LEAVE,312.0
2022-2023,5359,R13,VA,VACATION,337.5
2022-2023,5359,R15,AL,ANNUAL LEAVE,2078.5
2022-2023,5359,R15,CT,COMPENSATING TIME OFF,780.5
2022-2023,5359,R15,EX,EXCESS HOURS (EX),700.75
2022-2023,5359,R15,HC,HOLIDAY CREDIT,3488.5
2022-2023,5359,R15,HI,HOLIDAY INFORMAL TIME OFF,279.75
2022-2023,5359,R15,HT,HOLIDAY CREDIT-WK ON HOL,2879.25
2022-2023,5359,R15,LX,PERSONAL LEAVE PROG 2020,404.0
2022-2023,5359,R15,PH,PERSONAL HOLIDAY,648.0
2022-2023,5359,R15,PT,PROFESSIONAL TRNG/DEVEL,291.0
2022-2023,5359,R15,SL,SICK LEAVE,2064.0
2022-2023,5359,R15,VA,VACATION,3130.75
2022-2023,5359,R16,AL,ANNUAL LEAVE,2235.0
2022-2023,5359,R16,CT,COMPENSATING TIME OFF,1161.0
2022-2023,5359,R16,HC,HOLIDAY CREDIT,42.0
2022-2023,5359,R16,HI,HOLIDAY INFORMAL TIME OFF,44.0
2022-2023,5359,R16,LX,PERSONAL LEAVE PROG 2020,8.0
2022-2023,5359,R16,PH,PERSONAL HOLIDAY,16.0
2022-2023,5359,R16,PT,PROFESSIONAL TRNG/DEVEL,32.0
2022-2023,5359,R16,PV,VOLUNTARY PLP,24.0
2022-2023,5359,R16,SL,SICK LEAVE,157.0
2022-2023,5359,R17,AL,ANNUAL LEAVE,880.25
2022-2023,5359,R17,CT,COMPENSATING TIME OFF,1087.25
2022-2023,5359,R17,EX,EXCESS HOURS (EX),185.75
2022-2023,5359,R17,HC,HOLIDAY CREDIT,836.0
2022-2023,5359,R17,HI,HOLIDAY INFORMAL TIME OFF,185.75
2022-2023,5359,R17,HT,HOLIDAY CREDIT-WK ON HOL,1763.0
2022-2023,5359,R17,LX,PERSONAL LEAVE PROG 2020,361.0
2022-2023,5359,R17,PH,PERSONAL HOLIDAY,328.0
2022-2023,5359,R17,PT,PROFESSIONAL TRNG/DEVEL,198.0
2022-2023,5359,R17,PV,VOLUNTARY PLP,240.0
2022-2023,5359,R17,SL,SICK LEAVE,1961.5
2022-2023,5359,R17,VA,VACATION,2431.75
2022-2023,5359,R18,AL,ANNUAL LEAVE,1080.5
2022-2023,5359,R18,CT,COMPENSATING TIME OFF,91.25
2022-2023,5359,R18,EX,EXCESS HOURS (EX),15.0
2022-2023,5359,R18,HC,HOLIDAY CREDIT,249.0
2022-2023,5359,R18,HI,HOLIDAY INFORMAL TIME OFF,33.5
2022-2023,5359,R18,HT,HOLIDAY CREDIT-WK ON HOL,404.0
2022-2023,5359,R18,PH,PERSONAL HOLIDAY,24.0
2022-2023,5359,R18,PT,PROFESSIONAL TRNG/DEVEL,144.0
2022-2023,5359,R18,SL,SICK LEAVE,219.75
2022-2023,5359,R18,VA,VACATION,353.25
2022-2023,5359,R19,AL,ANNUAL LEAVE,3201.5
2022-2023,5359,R19,CT,COMPENSATING TIME OFF,1168.25
2022-2023,5359,R19,EX,EXCESS HOURS (EX),14.0
2022-2023,5359,R19,FH,FURLOUGH HOURS,64.0
2022-2023,5359,R19,HC,HOLIDAY CREDIT,464.0
2022-2023,5359,R19,HI,HOLIDAY INFORMAL TIME OFF,128.0
2022-2023,5359,R19,HT,HOLIDAY CREDIT-WK ON HOL,278.0
2022-2023,5359,R19,LX,PERSONAL LEAVE PROG 2020,304.0
2022-2023,5359,R19,OC,ON CALL,10.25
2022-2023,5359,R19,PH,PERSONAL HOLIDAY,224.0
2022-2023,5359,R19,PT,PROFESSIONAL TRNG/DEVEL,506.0
2022-2023,5359,R19,PV,VOLUNTARY PLP,88.0
2022-2023,5359,R19,SL,SICK LEAVE,2817.75
2022-2023,5359,R19,VA,VACATION,2696.5
2022-2023,5359,R20,AL,ANNUAL LEAVE,1292.25
2022-2023,5359,R20,CT,COMPENSATING TIME OFF,178.0
2022-2023,5359,R20,EX,EXCESS HOURS (EX),114.75
2022-2023,5359,R20,HC,HOLIDAY CREDIT,1057.5
2022-2023,5359,R20,HI,HOLIDAY INFORMAL TIME OFF,151.5
2022-2023,5359,R20,HT,HOLIDAY CREDIT-WK ON HOL,1277.0
2022-2023,5359,R20,LD,PERSONAL LEAVE PROG 2003,20.5
2022-2023,5359,R20,LX,PERSONAL LEAVE PROG 2020,323.25
2022-2023,5359,R20,PH,PERSONAL HOLIDAY,432.0
2022-2023,5359,R20,PT,PROFESSIONAL TRNG/DEVEL,394.0
2022-2023,5359,R20,PV,VOLUNTARY PLP,209.0
2022-2023,5359,R20,SL,SICK LEAVE,2155.5
2022-2023,5359,R20,VA,VACATION,3491.5
2022-2023,5359,S01,AL,ANNUAL LEAVE,5058.5
2022-2023,5359,S01,CT,COMPENSATING TIME OFF,57.75
2022-2023,5359,S01,EX,EXCESS HOURS (EX),0.0
2022-2023,5359,S01,HC,HOLIDAY CREDIT,96.5
2022-2023,5359,S01,HI,HOLIDAY INFORMAL TIME OFF,64.0
2022-2023,5359,S01,LX,PERSONAL LEAVE PROG 2020,229.75
2022-2023,5359,S01,PH,PERSONAL HOLIDAY,112.0
2022-2023,5359,S01,PT,PROFESSIONAL TRNG/DEVEL,176.0
2022-2023,5359,S01,PV,VOLUNTARY PLP,40.25
2022-2023,5359,S01,SL,SICK LEAVE,484.75
2022-2023,5359,S01,VA,VACATION,1524.0
2022-2023,5359,S03,EL,EDUCATIONAL LEAVE,1090.0
2022-2023,5359,S03,HI,HOLIDAY INFORMAL TIME OFF,0.0
2022-2023,5359,S03,LX,PERSONAL LEAVE PROG 2020,384.0
2022-2023,5359,S03,PD,PERSONAL DAY,0.0
2022-2023,5359,S03,PH,PERSONAL HOLIDAY,0.0
2022-2023,5359,S03,PT,PROFESSIONAL TRNG/DEVEL,32.0
2022-2023,5359,S03,SL,SICK LEAVE,587.25
2022-2023,5359,S03,VA,VACATION,602.75
2022-2023,5359,S04,CT,COMPENSATING TIME OFF,47.5
2022-2023,5359,S04,EX,EXCESS HOURS (EX),7.0
2022-2023,5359,S04,HC,HOLIDAY CREDIT,105.75
2022-2023,5359,S04,HI,HOLIDAY INFORMAL TIME OFF,64.0
2022-2023,5359,S04,LX,PERSONAL LEAVE PROG 2020,3.0
2022-2023,5359,S04,PH,PERSONAL HOLIDAY,8.0
2022-2023,5359,S04,PT,PROFESSIONAL TRNG/DEVEL,56.0
2022-2023,5359,S04,PV,VOLUNTARY PLP,4.0
2022-2023,5359,S04,SL,SICK LEAVE,149.75
2022-2023,5359,S04,VA,VACATION,1205.0
2022-2023,5359,S06,AL,ANNUAL LEAVE,38728.5
2022-2023,5359,S06,EX,EXCESS HOURS (EX),1136.0
2022-2023,5359,S06,FH,FURLOUGH HOURS,99.0
2022-2023,5359,S06,HC,HOLIDAY CREDIT,8175.25
2022-2023,5359,S06,HI,HOLIDAY INFORMAL TIME OFF,921.0
2022-2023,5359,S06,HT,HOLIDAY CREDIT-WK ON HOL,7020.25
2022-2023,5359,S06,LP,PERSONAL LEAVE PROG 2010,1.5
2022-2023,5359,S06,LX,PERSONAL LEAVE PROG 2020,286.0
2022-2023,5359,S06,PH,PERSONAL HOLIDAY,1932.0
2022-2023,5359,S06,PT,PROFESSIONAL TRNG/DEVEL,1693.0
2022-2023,5359,S06,SL,SICK LEAVE,11302.0
2022-2023,5359,S06,VA,VACATION,8252.0
2022-2023,5359,S12,AL,ANNUAL LEAVE,2007.0
2022-2023,5359,S12,CT,COMPENSATING TIME OFF,209.75
2022-2023,5359,S12,HC,HOLIDAY CREDIT,568.75
2022-2023,5359,S12,HI,HOLIDAY INFORMAL TIME OFF,57.5
2022-2023,5359,S12,LX,PERSONAL LEAVE PROG 2020,1.75
2022-2023,5359,S12,PH,PERSONAL HOLIDAY,72.0
2022-2023,5359,S12,PT,PROFESSIONAL TRNG/DEVEL,112.0
2022-2023,5359,S12,SL,SICK LEAVE,1019.75
2022-2023,5359,S12,VA,VACATION,1289.5
2022-2023,5359,S13,CT,COMPENSATING TIME OFF,514.0
2022-2023,5359,S13,HC,HOLIDAY CREDIT,189.0
2022-2023,5359,S13,HI,HOLIDAY INFORMAL TIME OFF,45.0
2022-2023,5359,S13,PT,PROFESSIONAL TRNG/DEVEL,32.0
2022-2023,5359,S13,SL,SICK LEAVE,231.5
2022-2023,5359,S13,VA,VACATION,469.25
2022-2023,5359,S15,AL,ANNUAL LEAVE,3063.25
2022-2023,5359,S15,CT,COMPENSATING TIME OFF,18.25
2022-2023,5359,S15,EX,EXCESS HOURS (EX),141.0
2022-2023,5359,S15,HC,HOLIDAY CREDIT,1847.5
2022-2023,5359,S15,HI,HOLIDAY INFORMAL TIME OFF,150.0
2022-2023,5359,S15,HT,HOLIDAY CREDIT-WK ON HOL,1078.25
2022-2023,5359,S15,LD,PERSONAL LEAVE PROG 2003,40.5
2022-2023,5359,S15,LX,PERSONAL LEAVE PROG 2020,149.75
2022-2023,5359,S15,PH,PERSONAL HOLIDAY,312.0
2022-2023,5359,S15,PT,PROFESSIONAL TRNG/DEVEL,98.0
2022-2023,5359,S15,PV,VOLUNTARY PLP,8.0
2022-2023,5359,S15,SL,SICK LEAVE,1890.25
2022-2023,5359,S15,VA,VACATION,269.25
2022-2023,5359,S16,AL,ANNUAL LEAVE,1146.0
2022-2023,5359,S16,CT,COMPENSATING TIME OFF,519.0
2022-2023,5359,S16,HC,HOLIDAY CREDIT,16.0
2022-2023,5359,S16,HI,HOLIDAY INFORMAL TIME OFF,4.0
2022-2023,5359,S16,PH,PERSONAL HOLIDAY,8.0
2022-2023,5359,S16,PT,PROFESSIONAL TRNG/DEVEL,16.0
2022-2023,5359,S17,AL,ANNUAL LEAVE,1666.25
2022-2023,5359,S17,CT,COMPENSATING TIME OFF,415.75
2022-2023,5359,S17,EX,EXCESS HOURS (EX),64.5
2022-2023,5359,S17,HC,HOLIDAY CREDIT,141.75
2022-2023,5359,S17,HI,HOLIDAY INFORMAL TIME OFF,70.0
2022-2023,5359,S17,HT,HOLIDAY CREDIT-WK ON HOL,260.0
2022-2023,5359,S17,LX,PERSONAL LEAVE PROG 2020,165.75
2022-2023,5359,S17,PH,PERSONAL HOLIDAY,176.0
2022-2023,5359,S17,PT,PROFESSIONAL TRNG/DEVEL,80.0
2022-2023,5359,S17,SL,SICK LEAVE,279.5
2022-2023,5359,S17,VA,VACATION,466.5
2022-2023,5359,S18,AL,ANNUAL LEAVE,909.25
2022-2023,5359,S18,CT,COMPENSATING TIME OFF,8.25
2022-2023,5359,S18,EX,EXCESS HOURS (EX),16.5
2022-2023,5359,S18,HC,HOLIDAY CREDIT,40.0
2022-2023,5359,S18,HI,HOLIDAY INFORMAL TIME OFF,12.0
2022-2023,5359,S18,LX,PERSONAL LEAVE PROG 2020,56.0
2022-2023,5359,S18,PH,PERSONAL HOLIDAY,8.0
2022-2023,5359,S19,AL,ANNUAL LEAVE,1613.0
2022-2023,5359,S19,CT,COMPENSATING TIME OFF,1.25
2022-2023,5359,S19,HC,HOLIDAY CREDIT,98.25
2022-2023,5359,S19,HI,HOLIDAY INFORMAL TIME OFF,24.0
2022-2023,5359,S19,LX,PERSONAL LEAVE PROG 2020,24.0
2022-2023,5359,S19,PH,PERSONAL HOLIDAY,136.0
2022-2023,5359,S19,PT,PROFESSIONAL TRNG/DEVEL,136.0
2022-2023,5359,S19,SL,SICK LEAVE,185.75
2022-2023,5359,S19,VA,VACATION,66.0
2022-2023,5359,S20,AL,ANNUAL LEAVE,995.0
2022-2023,5359,S20,CT,COMPENSATING TIME OFF,0.5
2022-2023,5359,S20,HC,HOLIDAY CREDIT,32.0
2022-2023,5359,S20,HI,HOLIDAY INFORMAL TIME OFF,50.0
2022-2023,5359,S20,LX,PERSONAL LEAVE PROG 2020,52.0
2022-2023,5359,S20,PH,PERSONAL HOLIDAY,24.0
2022-2023,5359,S20,SL,SICK LEAVE,167.0
2022-2023,5359,S20,VA,VACATION,243.25
2022-2023,5360,E48,PH,PERSONAL HOLIDAY,0.0
2022-2023,5360,E48,PT,PROFESSIONAL TRNG/DEVEL,16.0
2022-2023,5360,E48,SL,SICK LEAVE,244.0
2022-2023,5360,E48,VA,VACATION,461.75
2022-2023,5360,E97,AL,ANNUAL LEAVE,179.5
2022-2023,5360,E97,HC,HOLIDAY CREDIT,8.75
2022-2023,5360,E97,PH,PERSONAL HOLIDAY,8.0
2022-2023,5360,E97,PT,PROFESSIONAL TRNG/DEVEL,16.0
2022-2023,5360,E97,PV,VOLUNTARY PLP,16.5
2022-2023,5360,M01,AL,ANNUAL LEAVE,734.25
2022-2023,5360,M01,HC,HOLIDAY CREDIT,0.0
2022-2023,5360,M01,HI,HOLIDAY INFORMAL TIME OFF,28.0
2022-2023,5360,M01,LX,PERSONAL LEAVE PROG 2020,0.0
2022-2023,5360,M01,PH,PERSONAL HOLIDAY,48.0
2022-2023,5360,M01,SL,SICK LEAVE,272.0
2022-2023,5360,M01,VA,VACATION,265.0
2022-2023,5360,M06,AL,ANNUAL LEAVE,8761.75
2022-2023,5360,M06,EX,EXCESS HOURS (EX),83.0
2022-2023,5360,M06,HC,HOLIDAY CREDIT,912.0
2022-2023,5360,M06,HI,HOLIDAY INFORMAL TIME OFF,106.25
2022-2023,5360,M06,HT,HOLIDAY CREDIT-WK ON HOL,376.75
2022-2023,5360,M06,LX,PERSONAL LEAVE PROG 2020,177.5
2022-2023,5360,M06,PH,PERSONAL HOLIDAY,296.0
2022-2023,5360,M06,PT,PROFESSIONAL TRNG/DEVEL,128.0
2022-2023,5360,M06,SL,SICK LEAVE,3534.0
2022-2023,5360,M06,VA,VACATION,2427.25
2022-2023,5360,M16,AL,ANNUAL LEAVE,2159.25
2022-2023,5360,M16,CT,COMPENSATING TIME OFF,369.0
2022-2023,5360,M16,HC,HOLIDAY CREDIT,120.0
2022-2023,5360,M16,HI,HOLIDAY INFORMAL TIME OFF,32.0
2022-2023,5360,M16,HT,HOLIDAY CREDIT-WK ON HOL,24.0
2022-2023,5360,M16,LX,PERSONAL LEAVE PROG 2020,144.0
2022-2023,5360,M16,OC,ON CALL,9.25
2022-2023,5360,M16,PH,PERSONAL HOLIDAY,64.0
2022-2023,5360,M16,PT,PROFESSIONAL TRNG/DEVEL,48.0
2022-2023,5360,M16,SL,SICK LEAVE,520.0
2022-2023,5360,M17,AL,ANNUAL LEAVE,401.5
2022-2023,5360,M17,CT,COMPENSATING TIME OFF,734.0
2022-2023,5360,M17,HI,HOLIDAY INFORMAL TIME OFF,8.0
2022-2023,5360,M17,HT,HOLIDAY CREDIT-WK ON HOL,56.0
2022-2023,5360,M17,PH,PERSONAL HOLIDAY,16.0
2022-2023,5360,M17,PT,PROFESSIONAL TRNG/DEVEL,16.0
2022-2023,5360,M17,SL,SICK LEAVE,200.25
2022-2023,5360,R01,AL,ANNUAL LEAVE,4132.0
2022-2023,5360,R01,CT,COMPENSATING TIME OFF,638.5
2022-2023,5360,R01,EX,EXCESS HOURS (EX),102.5
2022-2023,5360,R01,HC,HOLIDAY CREDIT,814.5
2022-2023,5360,R01,HI,HOLIDAY INFORMAL TIME OFF,216.75
2022-2023,5360,R01,LD,PERSONAL LEAVE PROG 2003,217.25
2022-2023,5360,R01,LX,PERSONAL LEAVE PROG 2020,433.75
2022-2023,5360,R01,PH,PERSONAL HOLIDAY,944.0
2022-2023,5360,R01,PT,PROFESSIONAL TRNG/DEVEL,685.5
2022-2023,5360,R01,PV,VOLUNTARY PLP,27.5
2022-2023,5360,R01,SL,SICK LEAVE,7944.5
2022-2023,5360,R01,VA,VACATION,13383.75
2022-2023,5360,R03,CT,COMPENSATING TIME OFF,2.5
2022-2023,5360,R03,EL,EDUCATIONAL LEAVE,1310.0
2022-2023,5360,R03,EX,EXCESS HOURS (EX),3.0
2022-2023,5360,R03,HC,HOLIDAY CREDIT,181.25
2022-2023,5360,R03,HI,HOLIDAY INFORMAL TIME OFF,200.0
2022-2023,5360,R03,LV,PERSONAL LEAVE PROG 2012,0.0
2022-2023,5360,R03,LX,PERSONAL LEAVE PROG 2020,1852.0
2022-2023,5360,R03,PD,PERSONAL DAY,688.0
2022-2023,5360,R03,PH,PERSONAL HOLIDAY,192.0
2022-2023,5360,R03,PT,PROFESSIONAL TRNG/DEVEL,448.0
2022-2023,5360,R03,PV,VOLUNTARY PLP,866.0
2022-2023,5360,R03,SL,SICK LEAVE,10831.75
2022-2023,5360,R03,VA,VACATION,1778.25
2022-2023,5360,R04,AL,ANNUAL LEAVE,1786.25
2022-2023,5360,R04,CT,COMPENSATING TIME OFF,1994.0
2022-2023,5360,R04,EX,EXCESS HOURS (EX),16.0
2022-2023,5360,R04,HC,HOLIDAY CREDIT,554.25
2022-2023,5360,R04,HI,HOLIDAY INFORMAL TIME OFF,192.0
2022-2023,5360,R04,HT,HOLIDAY CREDIT-WK ON HOL,8.0
2022-2023,5360,R04,LX,PERSONAL LEAVE PROG 2020,816.5
2022-2023,5360,R04,PH,PERSONAL HOLIDAY,1199.25
2022-2023,5360,R04,PT,PROFESSIONAL TRNG/DEVEL,1295.25
2022-2023,5360,R04,PV,VOLUNTARY PLP,239.75
2022-2023,5360,R04,SL,SICK LEAVE,6200.75
2022-2023,5360,R04,VA,VACATION,13873.25
2022-2023,5360,R06,AL,ANNUAL LEAVE,110899.25
2022-2023,5360,R06,CT,COMPENSATING TIME OFF,203.25
