Sheet Name,Filename,Filepath
qryIndex02a,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_8940_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_8940_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||qryIndex02a$'
LS-Version Changes,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_8940_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_8940_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||LS-Version Changes$'
LS-Fund #### Journal Entries,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_8940_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_8940_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||LS-Fund #### Journal Entries$'
LS-Department Note Disclosure,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_8940_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_8940_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||LS-Department Note Disclosure$'
LS-Lease Liabilities,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_8940_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_8940_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||LS-Lease Liabilities$'
LS-Check Figures  ,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_8940_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_8940_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||LS-Check Figures  $'
LR-Version Changes,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_8940_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_8940_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||LR-Version Changes$'
LR-Fund #### Journal Entries,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_8940_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_8940_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||LR-Fund #### Journal Entries$'
LR-Department Note Disclosure,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_8940_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_8940_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||LR-Department Note Disclosure$'
LR-Check Figures,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_8940_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_8940_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||LR-Check Figures$'
FP-Version Changes,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_8940_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_8940_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||FP-Version Changes$'
FP-Fund #### Journal Entries,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_8940_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_8940_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||FP-Fund #### Journal Entries$'
FP-Lease Liabilities,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_8940_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessee\BU_8940_GASB_87_Annual_Reporting_Submission_Workbook_Final.xlsx|||FP-Lease Liabilities$'
Drop Down Menus,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_0690_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_0690_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx|||Drop Down Menus$'
qryIndex02a,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_0690_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_0690_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx|||qryIndex02a$'
LS-Version Changes,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_0690_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_0690_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx|||LS-Version Changes$'
LR-Version Changes,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_0690_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_0690_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx|||LR-Version Changes$'
LR-Fund 9751 Journal Entries,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_0690_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_0690_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx|||LR-Fund 9751 Journal Entries$'
LR-Department Note Disclosure,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_0690_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_0690_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx|||LR-Department Note Disclosure$'
LR-Check Figures,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_0690_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_0690_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx|||LR-Check Figures$'
Drop Down Menus,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_2660_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_2660_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx|||Drop Down Menus$'
qryIndex02a,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_2660_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_2660_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx|||qryIndex02a$'
LS-Version Changes,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_2660_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_2660_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx|||LS-Version Changes$'
LS-Fund 0042 Journal Entries,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_2660_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_2660_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx|||LS-Fund 0042 Journal Entries$'
LS-Fund 0046 Journal Entrie ,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_2660_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_2660_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx|||LS-Fund 0046 Journal Entrie $'
LS-Fund 3290 Journal Entrie ,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_2660_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_2660_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx|||LS-Fund 3290 Journal Entrie $'
LS-Fund 3291 Journal Entrie,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_2660_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_2660_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx|||LS-Fund 3291 Journal Entrie$'
LS-Department Note Disclosure,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_2660_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_2660_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx|||LS-Department Note Disclosure$'
LS-Lease Liabilities,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_2660_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_2660_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx|||LS-Lease Liabilities$'
LS-Check Figures  ,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_2660_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_2660_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx|||LS-Check Figures  $'
LR-Version Changes,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_2660_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_2660_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx|||LR-Version Changes$'
LR-Fund 0042 Journal Entries,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_2660_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_2660_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx|||LR-Fund 0042 Journal Entries$'
LR-Department Note Disclosure,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_2660_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_2660_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx|||LR-Department Note Disclosure$'
LR-Check Figures,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_2660_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_2660_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx|||LR-Check Figures$'
FP-Version Changes,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_2660_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_2660_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx|||FP-Version Changes$'
FP-Fund 0046 Journal Entries,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_2660_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_2660_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx|||FP-Fund 0046 Journal Entries$'
FP-Lease Liabilities,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_2660_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_2660_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx|||FP-Lease Liabilities$'
Drop Down Menus,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_2665_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_2665_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx|||Drop Down Menus$'
qryIndex02a,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_2665_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_2665_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx|||qryIndex02a$'
LS-Version Changes,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_2665_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_2665_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx|||LS-Version Changes$'
LS-Fund #### Journal Entries,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_2665_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_2665_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx|||LS-Fund #### Journal Entries$'
LS-Department Note Disclosure,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_2665_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_2665_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx|||LS-Department Note Disclosure$'
LS-Lease Liabilities,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_2665_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_2665_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx|||LS-Lease Liabilities$'
LS-Check Figures  ,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_2665_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_2665_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx|||LS-Check Figures  $'
LR-Version Changes,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_2665_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_2665_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx|||LR-Version Changes$'
LR-Fund 9331 Journal Entries,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_2665_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_2665_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx|||LR-Fund 9331 Journal Entries$'
LR-Department Note Disclosure,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_2665_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_2665_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx|||LR-Department Note Disclosure$'
LR-Check Figures,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_2665_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_2665_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx|||LR-Check Figures$'
FP-Version Changes,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_2665_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_2665_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx|||FP-Version Changes$'
FP-Fund #### Journal Entries,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_2665_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_2665_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx|||FP-Fund #### Journal Entries$'
FP-Lease Liabilities,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_2665_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_2665_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx|||FP-Lease Liabilities$'
Drop Down Menus,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_2720_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_2720_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx|||Drop Down Menus$'
qryIndex02a,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_2720_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_2720_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx|||qryIndex02a$'
LR-Version Changes,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_2720_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_2720_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx|||LR-Version Changes$'
LR-Fund 0044 Journal Entries,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_2720_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_2720_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx|||LR-Fund 0044 Journal Entries$'
LR-Department Note Disclosure,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_2720_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_2720_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx|||LR-Department Note Disclosure$'
LR-Check Figures,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_2720_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx,C:/Users/cb1152/OneDrive - Eide Bailly LLP/Current Projects/State of California/Accounting Standards/Current Year/GASB 87/Completed Templates\Lessor\BU_2720_GASB_87_Annual_Reporting_Submission_Workbook_Final_LR.xlsx|||LR-Check Figures$'
